teams	1
52	052	3	多喝热水(NEU_oyuononndekudasai)	Northeastern University (China)	NEU	CHN
57	057	3	万一过了呢？(return wa;)	Northeastern University at Qinhuangdao	NEUQ	CHN
60	060	3	有何贵干(youheguigan)	Northeast Forestry University	NEFU	CHN
69	069	3	小弟弟,你怎么回事(what's wrong with you,little brother)	Fujian University of Technology		CHN
62	062	3	新三线程(new Tri-Thread)	Northeast Normal University	NENU	CHN
63	063	3	东华之光(The light of Donghua)	East China University of Technology	ECUT	CHN
166	166	3	还差得远呢(you still have lots to work on)	Nanjing University of Aeronautics and Astronautics		CHN
266	266	3	脱非入欧(try a try)	Xi'an University of Posts and Telecommunications	XUPT	CHN
341	341	3	地大武汉ACM-No.3(CUG-2018Final03)	China University of Geosciences (Wuhan)	CUG	CHN
204	204	3	我卢某人真的没有开挂(Trails in the sky)	Shandong University of Technology		CHN
42	042	8	顶瓜瓜(Dingguagua)	Dalian University of Technology	DLUT	CHN
200	200	3	胜利号(SKD9754 Victory)	Shandong University of Science and Technology	SDUST	CHN
185	185	9	WA我不相信(Qhu3Guns)	Qinghai University	QHU	CHN
197	197	3	这场我躺定了(JZHnb!)	Shandong University at Weihai		CHN
36	036	3	试一试，AC is ok(try a try , ac is ok)	Chengdu Neusoft University	Chengdu Neusoft U	CHN
147	147	3	咕咕咕(GuGuGu)	LanZhou University	lzu	CHN
155	155	3	南方科技大学_剑桥(SUSTech_Cambridge)	Southern University of Science and Technology	SUST	CHN
50	050	3	时间限制加一秒(CDZSC_add oil)	University of Electronic Science and Technology of China Zhongshan Institute	UESTC, Zhongshan Col	CHN
195	195	3	送风口严禁遮挡(shenmedongxi)	Shandong University	SDU	CHN
148	148	3	大漠苍狼1号战队(GrayWolf01)	Lanzhou Jiaotong University		CHN
175	175	3	Tigger and Piggy(Tigger and Piggy)	Nanyang Institute of Technology	NYIST	CHN
190	190	3	三位一体(Trinity)	Xiamen University	Xiamen U.	CHN
272	272	3	松树上是松鼠(NPU_ssssss)	Northwestern Polytechnical University	NWPU	CHN
376	376	3	记忆被篡改了(Memories Off)	Chongqing University of Posts and Telecommunications	CQUPT	CHN
172	172	3	破碎榴莲(NJUPT-We_are_not_freshmen_any_more)	Nanjing University of Posts and Telecommunications		CHN
93	093	3	HSW(HSW)	Guizhou Education University	GEU	CHN
181	181	3	加油2019(qiannan)	Qiannan Normal University for Nationalities	QNUN	CHN
135	135	3	黑色切题者(The Black Aker)	Huazhong University of Science & Technology	HUST	CHN
106	106	3	diu(diu)	Hangzhou Normal University		CHN
140	140	3	红豆泥(is that true)	Jinan University	JNU	CHN
37	037	3	仰望星空(keep your eyes on the stars)	Chengdu Technological University	CDTU	CHN
70	070	3	中二少年(mid two boy)	Fujian Normal University	FJNU	CHN
97	097	3	马上就要被楼下超过了(O0O0O0O0O0O0)	Harbin Engineering University	HEU	CHN
90	090	3	Gznu1(Gznu1)	Guizhou Normal University	GZNU	CHN
281	281	3	四五十天(SCPC02)	Southwest University of Science and Technology		CHN
138	138	3	肥仔欢乐队(Happy Feizai)	Central China Normal University	CCNU	CHN
108	108	3	码农翻身(Still xianyu)	Hohai University		CHN
95	095	3	卖女孩的小火柴(The little match girl)	Guilin University of Electronic Technology	GUET	CHN
55	055	3	我们一定会回来的(NEU_We'll definitely come back!)	Northeastern University (China)	NEU	CHN
117	117	9	乌龙茶(Oolong)	Hunan University	Hunan University	CHN
44	044	3	依依(Thesedays)	Dalian University of Technology	DLUT	CHN
274	274	3	我觉得要全部重构一下(Rewrite the world)	Northwestern Polytechnical University	NWPU	CHN
103	103	3	Za De Dou Team(Za De Dou Team)	Harbin University	HU	CHN
